row_id,timestamp,close,return,volume_change,volatility_24h,anomaly_zscore
0,2025-12-18T05:00:00.000Z,86440.9,-0.37403145469341315,-6.068965551312633,0.8377261343202294,0
1,2025-12-18T06:00:00.000Z,86645.93,0.23719095937224655,-36.41353998942414,0.8384049004109412,0
2,2025-12-18T07:00:00.000Z,86833.84,0.2168711213556218,116.84208166771897,0.8371344536961494,0
3,2025-12-18T08:00:00.000Z,86978.98,0.16714681741587523,33.33171089489788,0.8226760199490266,0
4,2025-12-18T09:00:00.000Z,87280.95,0.3471758348971177,-17.730478385481195,0.8251937436918171,0
5,2025-12-18T10:00:00.000Z,87341.95,0.06988924845570121,-32.70575405796158,0.824177925677147,0
6,2025-12-18T11:00:00.000Z,87300.74,-0.04718236769386541,-39.64594224308495,0.8203855799882598,0
7,2025-12-18T12:00:00.000Z,87259.99,-0.04667772575581708,56.22538359961926,0.8204547568351803,0
8,2025-12-18T13:00:00.000Z,88851.7,1.8241005986821657,611.2129031317518,0.8906707788549909,1
9,2025-12-18T14:00:00.000Z,88345.2,-0.5700509950850696,-3.870643419949804,0.7556521718203458,1
10,2025-12-18T15:00:00.000Z,88513.44,0.19043479442006905,-25.452924942114596,0.49976323602263784,0
11,2025-12-18T16:00:00.000Z,88014.0,-0.5642532930592248,-48.232947715941854,0.5113633860578705,0
12,2025-12-18T17:00:00.000Z,86483.56,-1.7388597268616413,189.18505375930982,0.6144764316066519,1
13,2025-12-18T18:00:00.000Z,85970.0,-0.5938238435143073,-46.74256924597082,0.6099581671703685,0
14,2025-12-18T19:00:00.000Z,84483.79,-1.7287542165871916,176.64166711136397,0.7031702339270686,1
15,2025-12-18T20:00:00.000Z,84582.65,0.11701653062676787,-53.961490506731536,0.7040149634665261,0
16,2025-12-18T21:00:00.000Z,85630.95,1.2393794708489336,-47.05556140593964,0.752107950519332,1
17,2025-12-18T22:00:00.000Z,85582.88,-0.056136245130988804,-59.05221627129982,0.7465604007270883,0
18,2025-12-18T23:00:00.000Z,85516.41,-0.07766740263940308,-27.14462791054434,0.7464416944125716,0
19,2025-12-19T00:00:00.000Z,85604.88,0.10345382833540917,6.84240186070586,0.7469540594918197,0
20,2025-12-19T01:00:00.000Z,85320.43,-0.33228245866357975,12.1986638656314,0.7493000888263683,0
21,2025-12-19T02:00:00.000Z,85643.44,0.3785845898807594,55.068212814091375,0.7394903169414292,0
22,2025-12-19T03:00:00.000Z,86891.39,1.4571460464455788,275.27223995965943,0.8005962899890614,1
23,2025-12-19T04:00:00.000Z,87103.34,0.24392520363640813,-66.78971731161494,0.8013571716007163,0
24,2025-12-19T05:00:00.000Z,87139.95,0.04203053522402467,15.438844183735556,0.7969671171183721,0
25,2025-12-19T06:00:00.000Z,87483.41,0.39414757525109145,-46.79052773439513,0.799325127533316,0
26,2025-12-19T07:00:00.000Z,87953.4,0.5372332880028141,324.11256518483924,0.8050070951504212,1
27,2025-12-19T08:00:00.000Z,88102.78,0.16983993796715335,-68.92119426937806,0.8050233769512716,0
28,2025-12-19T09:00:00.000Z,88105.03,0.002553835418139805,-35.22203242639972,0.8026853450045534,0
29,2025-12-19T10:00:00.000Z,88267.09,0.1839395548699052,45.42600713374998,0.8031935206241078,0
30,2025-12-19T11:00:00.000Z,88198.7,-0.07748074622149215,-33.82435362734927,0.8033717873551666,0
31,2025-12-19T12:00:00.000Z,87855.92,-0.38864518411269033,126.06190986392028,0.8081008669103052,0
32,2025-12-19T13:00:00.000Z,87997.14,0.16074044868006343,3.410504830058003,0.7134607070907264,0
33,2025-12-19T14:00:00.000Z,88180.01,0.20781357212291685,126.7302149423847,0.7058589267647596,0
34,2025-12-19T15:00:00.000Z,87951.87,-0.2587207690268989,37.17972118541522,0.7063949767591186,1
35,2025-12-19T16:00:00.000Z,87983.25,0.03567860467321715,-60.19759329952086,0.6970026240023202,0
36,2025-12-19T17:00:00.000Z,86943.25,-1.1820431729903103,77.09147641260721,0.643812890387888,1
37,2025-12-19T18:00:00.000Z,87155.44,0.2440557490086981,-63.2636771517388,0.6314482199969557,0
38,2025-12-19T19:00:00.000Z,87845.92,0.7922397041423945,72.20575049510354,0.521182786496428,0
39,2025-12-19T20:00:00.000Z,88099.6,0.28877835191436496,-14.141025178938115,0.5216881410041847,0
40,2025-12-19T21:00:00.000Z,87839.4,-0.29534753846783834,-64.6155488304541,0.47722630833007995,0
41,2025-12-19T22:00:00.000Z,88344.78,0.5753454600099683,-4.356986841318999,0.4851689669958019,0
42,2025-12-19T23:00:00.000Z,88136.94,-0.2352600798824711,-33.929372175645256,0.48920166316694874,0
43,2025-12-20T00:00:00.000Z,88005.63,-0.1489840695626521,9.915439195886577,0.4924328235061255,0
44,2025-12-20T01:00:00.000Z,88075.89,0.07983580141406321,-0.7927802333657419,0.48320300209447087,0
45,2025-12-20T02:00:00.000Z,88204.04,0.14549952319526938,54.18019733718853,0.4804001166563353,0
46,2025-12-20T03:00:00.000Z,88214.98,0.01240305999590241,-60.533106359252244,0.3876373019309881,0
47,2025-12-20T04:00:00.000Z,88295.37,0.09112964714155236,37.62977719320022,0.3857995647890541,0
48,2025-12-20T05:00:00.000Z,88295.31,-6.79537330183777E-5,54.46280075116769,0.3859679886845731,0
49,2025-12-20T06:00:00.000Z,88305.81,0.011891911359729335,-67.5191585781568,0.37921866611301003,0
50,2025-12-20T07:00:00.000Z,88275.41,-0.03442582090577018,94.9115296686023,0.3642668330506255,0
51,2025-12-20T08:00:00.000Z,88257.21,-0.02061729308309168,-1.9310198560946845,0.3628383822443528,0
52,2025-12-20T09:00:00.000Z,88224.0,-0.037628653794974376,-9.984767995139554,0.362956956013574,0
53,2025-12-20T10:00:00.000Z,88163.99,-0.06802003989843097,49.507458684763584,0.3612338960027686,0
54,2025-12-20T11:00:00.000Z,88277.66,0.12893019020576713,-20.066087442467563,0.36187100722969157,0
55,2025-12-20T12:00:00.000Z,88256.08,-0.02444559586196604,-31.170336150382006,0.35218054517767966,0
56,2025-12-20T13:00:00.000Z,88270.39,0.016214180371476594,249.12723082721322,0.3508943325052076,0
57,2025-12-20T14:00:00.000Z,88260.88,-0.010773714719047867,-32.99071080673619,0.34846011492999274,0
58,2025-12-20T15:00:00.000Z,88178.71,-0.09309900377154623,7.482034680501437,0.34464171906282004,0
59,2025-12-20T16:00:00.000Z,88149.72,-0.032876416540916775,-60.04155682180847,0.34471500254791815,0
60,2025-12-20T17:00:00.000Z,88181.8,0.03639262836001578,2.549612199952711,0.23356497009400962,0
61,2025-12-20T18:00:00.000Z,88313.21,0.1490216802106703,40.54707566823061,0.23108746661058407,0
62,2025-12-20T19:00:00.000Z,88232.92,-0.09091505110051523,-58.943436916141344,0.1711793580413223,0
63,2025-12-20T20:00:00.000Z,88271.6,0.0438385128815888,53.52442585035313,0.16138336939580986,0
64,2025-12-20T21:00:00.000Z,88208.73,-0.07122336062789225,32.021977784257174,0.14906613734105822,0
65,2025-12-20T22:00:00.000Z,88279.35,0.08006010289458576,7.29481129267433,0.09176217982828347,0
66,2025-12-20T23:00:00.000Z,88360.9,0.09237720939268002,-18.09326754472703,0.07922909260032866,0
67,2025-12-21T00:00:00.000Z,88387.92,0.030579136246911,-9.814015394257769,0.07161600695107716,0
68,2025-12-21T01:00:00.000Z,88011.83,-0.4254993216267544,108.17926908396589,0.11426115375767565,0
69,2025-12-21T02:00:00.000Z,87943.76,-0.07734187551833305,40.098444989126406,0.11066958552764497,0
70,2025-12-21T03:00:00.000Z,88070.64,0.14427402239796105,-52.871942119299376,0.11513071642283348,0
71,2025-12-21T04:00:00.000Z,88065.83,-0.0054615249758582785,-2.4289317384680875,0.1132326507799486,0
72,2025-12-21T05:00:00.000Z,88138.95,0.08302879788901762,-62.44129825714393,0.11483369073970291,0
73,2025-12-21T06:00:00.000Z,88090.72,-0.054720415888775964,58.32807003712506,0.11515367057412233,0
74,2025-12-21T07:00:00.000Z,88174.79,0.09543570537282609,-6.509702006794072,0.1169970443277001,0
75,2025-12-21T08:00:00.000Z,88537.87,0.4117730249201701,325.5630455522237,0.1444969637345981,1
76,2025-12-21T09:00:00.000Z,88892.82,0.4009018965556832,25.614057036662842,0.16416162158324457,0
