row_id,timestamp,close,return,anomaly_zscore,anomaly_kmeans,anomaly_rf,anomaly_gmm,votes,final_label
63,2025-12-20T20:00:00.000Z,88271.6,0.0438385128815888,0,0,0,0,0,Normal
64,2025-12-20T21:00:00.000Z,88208.73,-0.07122336062789225,0,0,0,0,0,Normal
65,2025-12-20T22:00:00.000Z,88279.35,0.08006010289458576,0,0,0,0,0,Normal
66,2025-12-20T23:00:00.000Z,88360.9,0.09237720939268002,0,0,0,0,0,Normal
67,2025-12-21T00:00:00.000Z,88387.92,0.030579136246911,0,0,0,0,0,Normal
68,2025-12-21T01:00:00.000Z,88011.83,-0.4254993216267544,0,0,0,0,0,Normal
69,2025-12-21T02:00:00.000Z,87943.76,-0.07734187551833305,0,0,0,0,0,Normal
70,2025-12-21T03:00:00.000Z,88070.64,0.14427402239796105,0,0,0,0,0,Normal
71,2025-12-21T04:00:00.000Z,88065.83,-0.0054615249758582785,0,0,0,0,0,Normal
72,2025-12-21T05:00:00.000Z,88138.95,0.08302879788901762,0,0,0,0,0,Normal
73,2025-12-21T06:00:00.000Z,88090.72,-0.054720415888775964,0,0,0,0,0,Normal
74,2025-12-21T07:00:00.000Z,88174.79,0.09543570537282609,0,0,0,0,0,Normal
75,2025-12-21T08:00:00.000Z,88537.87,0.4117730249201701,1,0,0,0,1,Normal
76,2025-12-21T09:00:00.000Z,88892.82,0.4009018965556832,0,0,0,0,0,Normal
77,2025-12-21T10:00:00.000Z,88669.78,-0.2509089035537482,0,0,0,0,0,Normal
78,2025-12-21T11:00:00.000Z,88601.57,-0.07692587034725529,0,0,0,0,0,Normal
79,2025-12-21T12:00:00.000Z,88638.01,0.04112793938073622,0,0,0,0,0,Normal
80,2025-12-21T13:00:00.000Z,87670.1,-1.0919807427987038,1,0,0,0,1,Normal
81,2025-12-21T14:00:00.000Z,88065.18,0.45064394816476394,0,0,0,0,0,Normal
82,2025-12-21T15:00:00.000Z,88067.95,0.003145397533965699,0,0,0,0,0,Normal
83,2025-12-21T16:00:00.000Z,88359.18,0.3306878381976519,0,0,0,0,0,Normal
84,2025-12-21T17:00:00.000Z,88324.14,-0.039656320939140954,0,0,0,0,0,Normal
85,2025-12-21T18:00:00.000Z,88445.09,0.13693878027003503,0,0,0,0,0,Normal
86,2025-12-21T19:00:00.000Z,88484.01,0.04400470393550737,0,0,0,0,0,Normal
87,2025-12-21T20:00:00.000Z,88230.96,-0.2859838743745735,0,0,0,0,0,Normal
88,2025-12-21T21:00:00.000Z,88162.86,-0.07718379126783192,0,0,0,0,0,Normal
89,2025-12-21T22:00:00.000Z,88483.63,0.3638380152368059,0,0,0,0,0,Normal
90,2025-12-21T23:00:00.000Z,88658.86,0.1980366311825188,0,0,0,0,0,Normal
91,2025-12-22T00:00:00.000Z,88622.4,-0.04112392151219835,0,0,0,0,0,Normal
92,2025-12-22T01:00:00.000Z,88626.31,0.00441197710736585,0,0,0,0,0,Normal
93,2025-12-22T02:00:00.000Z,88458.27,-0.1896050958231199,0,0,0,1,1,Normal
94,2025-12-22T03:00:00.000Z,88774.12,0.35706101871537665,0,0,0,0,0,Normal
95,2025-12-22T04:00:00.000Z,88904.99,0.14741909015827392,0,0,0,0,0,Normal
96,2025-12-22T05:00:00.000Z,88831.34,-0.08284124434411178,0,0,0,0,0,Normal
97,2025-12-22T06:00:00.000Z,88909.26,0.0877167900428022,0,0,0,0,0,Normal
98,2025-12-22T07:00:00.000Z,89170.1,0.2933777651506819,0,0,0,0,0,Normal
99,2025-12-22T08:00:00.000Z,89334.2,0.18403029715117203,0,0,0,0,0,Normal
100,2025-12-22T09:00:00.000Z,89829.6,0.5545468588737723,0,0,0,0,0,Normal
101,2025-12-22T10:00:00.000Z,89778.94,-0.05639566468068624,0,0,0,0,0,Normal
102,2025-12-22T11:00:00.000Z,89945.43,0.18544438149969977,0,0,0,0,0,Normal
103,2025-12-22T12:00:00.000Z,90208.48,0.2924551030552669,0,0,0,0,0,Normal
104,2025-12-22T13:00:00.000Z,89912.37,-0.32825073651612247,0,0,0,0,0,Normal
105,2025-12-22T14:00:00.000Z,90126.43,0.23807625135450206,0,0,0,0,0,Normal
106,2025-12-22T15:00:00.000Z,89726.92,-0.44327729390811754,0,0,0,0,0,Normal
