row_id,timestamp,close,return,volume_change,cluster,max_probability,anomaly_gmm
0,2025-12-18T05:00:00.000Z,86440.9,-0.37403145469341315,-6.068965551312633,1,0.9988235755883945,0
1,2025-12-18T06:00:00.000Z,86645.93,0.23719095937224655,-36.41353998942414,1,0.9998604691976375,0
2,2025-12-18T07:00:00.000Z,86833.84,0.2168711213556218,116.84208166771897,1,0.9999992547985479,0
3,2025-12-18T08:00:00.000Z,86978.98,0.16714681741587523,33.33171089489788,1,0.9992930333027098,0
4,2025-12-18T09:00:00.000Z,87280.95,0.3471758348971177,-17.730478385481195,1,0.9508071437171026,0
5,2025-12-18T10:00:00.000Z,87341.95,0.06988924845570121,-32.70575405796158,1,0.9998943582699178,0
6,2025-12-18T11:00:00.000Z,87300.74,-0.04718236769386541,-39.64594224308495,1,0.9977502560854823,0
7,2025-12-18T12:00:00.000Z,87259.99,-0.04667772575581708,56.22538359961926,1,0.9995831995106266,0
8,2025-12-18T13:00:00.000Z,88851.7,1.8241005986821657,611.2129031317518,2,0.9999999968825957,0
9,2025-12-18T14:00:00.000Z,88345.2,-0.5700509950850696,-3.870643419949804,1,0.9858779461092564,0
10,2025-12-18T15:00:00.000Z,88513.44,0.19043479442006905,-25.452924942114596,2,0.825171545059807,0
11,2025-12-18T16:00:00.000Z,88014.0,-0.5642532930592248,-48.232947715941854,1,0.5587641550619047,1
12,2025-12-18T17:00:00.000Z,86483.56,-1.7388597268616413,189.18505375930982,2,0.9995323139251812,0
13,2025-12-18T18:00:00.000Z,85970.0,-0.5938238435143073,-46.74256924597082,1,0.9868348602088985,0
14,2025-12-18T19:00:00.000Z,84483.79,-1.7287542165871916,176.64166711136397,2,0.9999999998450366,0
15,2025-12-18T20:00:00.000Z,84582.65,0.11701653062676787,-53.961490506731536,1,0.9842639400645079,0
16,2025-12-18T21:00:00.000Z,85630.95,1.2393794708489336,-47.05556140593964,2,0.9999999999976452,0
17,2025-12-18T22:00:00.000Z,85582.88,-0.056136245130988804,-59.05221627129982,1,0.7113665849822511,0
18,2025-12-18T23:00:00.000Z,85516.41,-0.07766740263940308,-27.14462791054434,1,0.9153818955195347,0
19,2025-12-19T00:00:00.000Z,85604.88,0.10345382833540917,6.84240186070586,1,0.9142928782515706,0
20,2025-12-19T01:00:00.000Z,85320.43,-0.33228245866357975,12.1986638656314,1,0.8271459972219656,0
21,2025-12-19T02:00:00.000Z,85643.44,0.3785845898807594,55.068212814091375,0,0.8176374919481759,0
22,2025-12-19T03:00:00.000Z,86891.39,1.4571460464455788,275.27223995965943,2,0.9999999999914345,0
23,2025-12-19T04:00:00.000Z,87103.34,0.24392520363640813,-66.78971731161494,1,0.960767930036895,0
24,2025-12-19T05:00:00.000Z,87139.95,0.04203053522402467,15.438844183735556,1,0.9532373905162568,0
