timestamp,open,high,low,close,volume,return,log_return,volatility_24h,volume_change,volume_ratio,price_range
2025-12-18 05:00:00,86765.44,86768.78,86384.61,86440.9,380.26204,-0.37403145469341315,-0.3747327014740492,0.8377261343202294,-6.068965551312633,0.45308684511986347,0.4444308192071094
2025-12-18 06:00:00,86440.9,86660.61,86411.62,86645.93,241.79517,0.23719095937224655,0.23691010563498532,0.8384049004109412,-36.41353998942414,0.2911791115236443,0.28736491142746723
2025-12-18 07:00:00,86645.93,86863.75,86593.07,86833.84,524.31368,0.2168711213556218,0.21663629539107865,0.8371344536961494,116.84208166771897,0.6346708263978863,0.3117217895695883
2025-12-18 08:00:00,86833.83,87126.22,86685.14,86978.98,699.0764,0.16714681741587523,0.16700728258672656,0.8226760199490266,33.33171089489788,0.8360049578067108,0.5071110284346882
2025-12-18 09:00:00,86978.98,87392.43,86803.06,87280.95,575.12681,0.3471758348971177,0.3465745708226094,0.8251937436918171,-17.730478385481195,0.6796132359095686,0.675256169874406
2025-12-18 10:00:00,87280.95,87453.63,87213.27,87341.95,387.02725,0.06988924845570121,0.06986483729364232,0.824177925677147,-32.70575405796158,0.45732340687515016,0.2751942222494467
2025-12-18 11:00:00,87342.0,87356.81,87067.26,87300.74,233.58665,-0.04718236769386541,-0.047193502075419044,0.8203855799882598,-39.64594224308495,0.2797383161156927,0.3316695826404254
2025-12-18 12:00:00,87300.5,87428.0,87109.76,87259.99,364.92164,-0.04667772575581708,-0.04668862319747632,0.8204547568351803,56.22538359961926,0.44267685337779705,0.36470322767628693
2025-12-18 13:00:00,87259.99,89203.23,87259.99,88851.7,2595.36979,1.8241005986821657,1.8076634693058318,0.8906707788549909,611.2129031317518,2.9112701885272094,2.1870600112321887
2025-12-18 14:00:00,88851.7,89477.61,87727.25,88345.2,2494.91228,-0.5700509950850696,-0.5716819870474502,0.7556521718203458,-3.870643419949804,2.789692353665075,1.9812734591126633
2025-12-18 15:00:00,88345.19,89362.79,87966.24,88513.44,1859.88413,0.19043479442006905,0.1902536972436809,0.49976323602263784,-25.452924942114596,2.3220429640823395,1.5777829897922715
2025-12-18 16:00:00,88513.43,88533.61,87852.0,88014.0,962.80719,-0.5642532930592248,-0.5658512156751087,0.5113633860578705,-48.232947715941854,1.2856876640174693,0.7744336128343225
